"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"397",-1.41109678876404,-0.672944473242426,-0.524896207662933,-0.431457062600386,-0.170345365747239,-0.23540056594174,0.415698284388193,0.130972662970887,0.312860700710536,1.24845255292723,-1.27737852925979,-0.87207545279492,-0.694822635542136,-0.665140117173761,-0.407575103845347,-0.177334015282916,-0.0497604039055813,0.0920731550379616,0.346773872956021,1.27133976845318,-1.44056054777085,-0.691731000468417,-0.65875390044894,-0.431934989952599,-0.440238294165687,-0.167372129996661,-0.0511914976754965,0.24828752929252,0.409621360789128,0.676236546095692,-1.06490790728141,-1.05623389536769,-0.64170519834222,-0.614000054397319,-0.245531260927552,-0.249106215840271,-0.100609574220798,0.0954834192588065,0.313221301932459,0.737593337356832,-1.55621697364643,-0.899297637733253,-0.797689899140576,-0.55851422032325,-0.350891941975085,-0.207530568607762,-0.0591880661131885,-0.0679460201316058,0.459509980262905,0.946332942010643,-1.47029682991715,-0.925739417615958,-0.70392642812377,-0.574814431866287,-0.347403700010247,-0.262488146014367,-0.0131369618106116,0.0136753052538237,0.301083248186388,0.503951127195109,-1.19726109982582,-0.853879149273951,-0.657428200665938,-0.480184928861751,-0.35795930065266,-0.208209640743896,-0.127028269986322,0.0657720850832511,0.273323032824318,0.943077072902473,-1.37247023785275,-0.821366122754164,-0.648999335799765,-0.633212070530834,-0.330452654862827,-0.246790544448492,0.0984028431471611,0.12979004643316,0.417704248134782,1.32525153086591,-1.45410503352481,-0.910763215895561,-0.697966185703406,-0.39324759143705,-0.353339913489321,-0.160307827802368,0.22035273624837,0.175316883946293,0.348835338951806,0.806984533169612,-1.51676414174595,-0.908443342537453,-0.535508819977445,-0.423204162069187,-0.42367429218919,-0.323869876538486,0.202391084275641,0.311087484638826,0.370754747568058,0.690615100704036
"398",-1.38450378590114,-0.65232518603969,-0.434722514096534,-0.433957063902471,-0.149475043021659,-0.230546187476942,0.410909767656396,0.142849287133467,0.337452103847858,1.25679288484345,-1.28760008333133,-0.797287439812542,-0.737710441627809,-0.725215375803952,-0.408246921136319,-0.154344497058217,-0.0305058981154449,0.108919327463816,0.28735045248522,1.29429630025179,-1.44547236831806,-0.666617573041435,-0.683734383417382,-0.477924954631297,-0.444541058480555,-0.158277400090778,-0.0984146246067136,0.249190871720706,0.414716913215728,0.68394371334063,-1.05775954904017,-1.09520463976577,-0.659458134861794,-0.585450215241099,-0.241709252452977,-0.281852029421313,-0.0439021370439048,0.0683567391499781,0.289892720197917,0.743628358691302,-1.56902448526243,-0.926554121533086,-0.814268135544097,-0.559586031787056,-0.365780554468835,-0.209508808619868,-0.0629448673680492,-0.116173565175373,0.502014209895888,0.97307075914988,-1.52799949436769,-0.901005014259089,-0.697696597176786,-0.57199824976952,-0.316115481455485,-0.2770643473315,-0.0331815648261163,0.0271289616305632,0.324820626454634,0.458383293079854,-1.21652397414481,-0.855043971770245,-0.664928643459067,-0.483463903238053,-0.328694255799273,-0.232971433625945,-0.167622127113198,0.0809152856834755,0.244165999889213,0.929443596566298,-1.39739873921824,-0.83774795821816,-0.678033886498882,-0.630278356349593,-0.35401690469898,-0.272994279222084,0.113608001646089,0.138151511014589,0.341965988508299,1.33759513497626,-1.49597438584388,-0.928167462475814,-0.7072971525901,-0.40535860897398,-0.361956908189528,-0.16295029757955,0.267322796895359,0.218937506422184,0.358456186589764,0.839311225478105,-1.52760346026368,-0.940036001574401,-0.500505687549864,-0.401749780234902,-0.483478594066393,-0.26896732970124,0.259876027381093,0.304423461794396,0.429377827706834,0.724016327395544
"399",-1.27983033867201,-0.65232518603969,-0.334156080403383,0.0160236494681573,-0.0439192339348355,-0.272243711018542,0.441631666414698,0.140462651155736,0.348578783312615,1.28568189469558,-1.26635913401018,-0.749266210705987,-0.749899997152395,-0.591750087955523,-0.355149306505497,-0.119869977968705,-0.00714896661734137,0.12963625661361,0.319698286350739,1.34949300933879,-1.41746692469164,-0.590201342597072,-0.649010124990237,-0.405686763877663,-0.43078568341207,-0.0289611265443101,-0.0588986649204343,0.246483288839162,0.506422132832257,0.741671181995912,-0.988547042147106,-1.06964025305997,-0.637302142964586,-0.594321911910094,-0.218745177902346,-0.218351610234115,-0.00547418413334694,0.0900530502259105,0.337662996466604,0.802854140938227,-1.47916681332607,-0.916955754206689,-0.798286735923437,-0.584622600441521,-0.360651851043425,-0.176152290340974,-0.0249312406680049,-0.0535355830957758,0.560868136251888,1.05618419710917,-1.50056245466883,-0.876318991867116,-0.661761765328534,-0.587894813931587,-0.28000546183614,-0.247300632305242,0.0033622939040611,0.0720205794960991,0.41049260412618,0.520417617048689,-1.19362282116317,-0.835420427569099,-0.67124394256354,-0.487075567667876,-0.309735014080145,-0.197723893454381,-0.1232472294779,0.186424158288388,0.287870173571537,1.01029263884786,-1.39760052502329,-0.839660746042554,-0.668501123396993,-0.609640609183845,-0.278209511342521,-0.232785753459279,0.155939750168237,0.159496215204803,0.399124402348248,1.4432270704211,-1.4993735199104,-0.926919430934747,-0.69197997986103,-0.395239458640558,-0.363189355802621,-0.147519967174142,0.292815677097386,0.256717124093688,0.409635814372832,0.871301935093932,-1.52221189100391,-0.929980236306582,-0.469867618164202,-0.397084141911351,-0.468863467423977,-0.262680491927294,0.290066904626755,0.341436252458866,0.511432419901114,0.813122577252266
"400",-1.25445900492872,-0.588955572107101,-0.32102678896159,0.0828163000455062,-0.0182007046468464,-0.25339745239371,0.507813573295999,0.183074088443976,0.369780990963219,1.31720814834236,-1.1520327212217,-0.713268583759367,-0.785151987925948,-0.602794112908412,-0.31320534192453,-0.113660920421773,0.176870095252368,0.150180785845242,0.32795142810746,1.39901196662078,-1.39335820024032,-0.618236044715052,-0.652834221428641,-0.34020216887577,-0.4741529125272,-0.00659460276742212,0.0231347197868176,0.23706406692267,0.530227628334475,0.786942952812776,-1.02732411362882,-1.08845111674999,-0.607675449755908,-0.557494137974509,-0.186608187930706,-0.177869550426226,0.00855293072265077,0.126450781800696,0.33821917000708,0.86786376424944,-1.49282356364614,-0.896384837567126,-0.805421130037311,-0.557441258846922,-0.357409120495657,-0.132935044261063,-0.00526390557243627,-0.00512509367620629,0.59650505331681,1.09798424538058,-1.52238825719991,-0.884660221448194,-0.650542635648614,-0.561301582278771,-0.25784111703508,-0.208016592608619,0.0440785559625898,0.0883433086370373,0.46527548804979,0.611112382263438,-1.22440920661131,-0.815962946182669,-0.654067404027462,-0.501139298295037,-0.24979962291522,-0.173863112327475,-0.131296237467476,0.233287396789331,0.326713928079687,1.04877536934378,-1.38014771985114,-0.841827594127645,-0.672138435798927,-0.599063564490743,-0.27344668516002,-0.203018585048167,0.170856545106724,0.212553110862252,0.399124402348248,1.45414471661068,-1.51867367010756,-0.922329942920634,-0.706489211641256,-0.382864611827812,-0.36528365223029,-0.110898141692079,0.366956210440245,0.264485126570162,0.437472197556639,0.915457538007162,-1.50840057309809,-0.91581820521278,-0.418689399439026,-0.380202980255618,-0.453878882355936,-0.142146143429794,0.3023876531058,0.385866146228773,0.554489066546601,0.850919811482086
"401",-1.20186344656839,-0.49853993651067,-0.280571834269276,0.157769938211571,0.0963311089384321,-0.180660532966073,0.552664139461351,0.140462651155736,0.347181159045978,1.31188426708961,-1.09697294403868,-0.69151984090057,-0.81397242646144,-0.536859918131866,-0.310987226412508,-0.10741306948341,0.181775071364684,0.129038349271433,0.312872321280339,1.39098624135848,-1.48048688616316,-0.6371223473438,-0.767691484623724,-0.383274351073161,-0.491061074115448,-0.0113678815200798,0.00172062528300109,0.221559880386705,0.489037764561313,0.769514243847396,-1.01696958065324,-1.10119626943403,-0.678205600561746,-0.609932252177993,-0.260943219358195,-0.16400297627027,-0.0354892999885598,0.123086607055064,0.242529747419625,0.816758972891348,-1.51130216771489,-0.963881604120668,-0.885463837710848,-0.524889971417751,-0.407526714465325,-0.137405514718524,-0.0232898779687749,-0.0251187445991162,0.599431170986199,1.11612076265734,-1.60574689848889,-0.932275807436981,-0.658397186331389,-0.57430298830572,-0.273051626960276,-0.261708216168514,0.0342881657863119,0.0434668036995916,0.493759834816238,0.591267103638815,-1.23145314275653,-0.836789353176441,-0.691932407587893,-0.516926006199374,-0.284818446562713,-0.186379155823879,-0.171159108292527,0.257455380251308,0.319411930668181,1.04117572360482,-1.44488833020698,-0.85879274297173,-0.683125573380536,-0.601946241609468,-0.255953850510724,-0.171883968390246,0.207024966246758,0.171314582119881,0.314567014320185,1.48023238101134,-1.57207121343034,-0.971350509057183,-0.73917473645494,-0.439223681274184,-0.368677556908253,-0.130919980940141,0.331296294004378,0.296337292993833,0.448645037658414,0.936419038522416,-1.55892142880133,-0.95327061950713,-0.425690105007873,-0.371203336160694,-0.468492136711301,-0.183947287632271,0.34866922296241,0.419178577738962,0.576651143896016,0.859026007207628
"402",-1.925355704731,-0.787499964407943,-1.48912130562262,0.640602261303853,-0.23933823723419,-0.179380942260448,-0.110820694833381,0.185039884241163,0.52431636015856,1.34506133302313,-2.09589028292851,-0.392554664216053,-0.67342346117827,-0.445675294717014,0.0606705407694909,-0.2721275327146,-0.222118085491993,0.222974697363095,0.932238113621536,0.900705966681393,-1.44902950857395,-1.32369981868058,-0.497622758644162,-0.0633462788880183,-0.548772557221666,-0.460962639134608,0.268563315890462,0.274435300941163,0.283823095552737,0.549524724593137,-1.24490547340776,-0.420161812671811,-1.57175684546641,-0.437883832502451,-0.986494990547404,-0.365298519879943,1.15448960283858,0.499529908241995,0.0114300636994691,0.147574337020936,-2.12335193457219,-0.566788532693951,-1.12104161102056,-0.404330441613076,-0.584662585863581,-0.122271545024354,0.0827553347373686,-0.240867672468741,0.376825004574636,1.15557258815536,-1.56984871034448,-0.978214988279805,-0.818035224738838,-0.190024883599198,0.195729702703409,-0.133835438121079,-0.713056333272639,-0.241679789160837,0.298480209840225,0.729750351325954,-0.931135027277803,-1.08560280994979,-0.361824765980134,-1.12246632678586,-0.52045969898143,0.228234093988725,-0.655175567925885,-0.117941826501081,0.829954889136947,1.326912900792,-1.09087619186108,-0.973577931084264,-0.553364801481458,-0.443621996976495,-0.718453266795116,0.0199071400561028,-1.32170305421335,-0.00812212814138727,-0.856343752075176,2.55579794329467,-1.59391879871227,-0.805388790327426,-0.278431591357798,-0.782291523948985,-0.000161481322344529,-0.404808107432187,0.274853520036997,0.457291620334978,0.424163344265261,0.838950644217211,-1.45472738517176,-1.27347893071976,-0.0938700442233697,-0.960197327168369,-0.702530281457789,-0.909685999859406,1.39970414749195,1.13049276663892,-0.638687098680743,0.754451179563348
"403",-1.3034139109634,-0.398639143037764,-0.436470002927579,-0.256370810765575,-0.17295957661475,0.0721624462482306,0.0683071179884512,0.346835986870194,0.48794168619472,1.66039845184508,-1.02698114789886,-0.780297784838349,-0.463933099279705,-0.450809663595957,-0.124847177202065,-0.152091146492022,0.00990867084052527,0.229220784193418,0.480029730111694,1.34432300123618,-1.10171569079211,-0.846105879889908,-0.506211414092475,-0.443005302401039,-0.231169382172348,-0.113715743493717,0.0917574440054403,0.213041480395963,0.504645337886882,1.07085034833557,-1.16517483478495,-0.800485395847858,-0.616043424995146,-0.404032539917549,-0.235967528032522,-0.160393143418102,0.188807739877562,0.14950897836455,0.434927052064993,1.07189790743217,-1.59749430592978,-0.900629891464602,-0.570107962668337,-0.495406064657825,-0.211086682885765,-0.171149110007662,0.0473015353624833,0.220002962761326,0.503647744730631,0.855208046837599,-1.37483783378822,-0.849592832707344,-0.690385744922026,-0.418366769722372,-0.357102867930402,-0.142423383981341,0.0222527001281485,0.223600769561435,0.544142735026718,1.04054888569091,-1.58184099217151,-0.895203570337996,-0.60067391896599,-0.393391235949657,-0.417238585689668,-0.202340021334805,0.00318514820254994,0.203650714619904,0.549683806452672,1.67207826092759,-1.40586091452368,-0.984453383305117,-0.642680112092817,-0.474600638722939,-0.379836468964882,-0.148847959723829,-0.0414030268629527,0.362940254836837,0.536450933095003,1.9294101110857,-1.41397138707993,-0.919182009069361,-0.781841240064834,-0.568291213057538,-0.399432614634215,-0.117050353938439,-0.0395175313930054,0.301187326724365,0.427929876355286,0.88226121164785,-1.67001982887731,-0.937933379133823,-0.613251638542314,-0.394564393890808,-0.370437353541323,-0.282728968353665,-0.0123588037989577,0.397697158381645,0.453835926484892,0.83639581366176
"404",-1.4571328675658,-0.455688831680542,-0.507180078505896,-0.884470434798998,-0.146625766511058,-0.00126502230658663,0.058076849737636,0.336814428409175,0.429227616414068,1.62675041772685,-1.12275982150421,-1.21988562145397,-0.5309369099418,-0.455863369866724,-0.140648860393387,-0.161217676593505,-0.0643996418928509,0.188189387515555,0.465141117617944,1.30173414747878,-1.11431207847779,-0.827032913333872,-0.496399819760891,-0.45993037101885,-0.149848174431205,-0.141898835767415,0.0875129554599972,0.147046054510404,0.474181711498989,1.0451293958185,-1.17773301238394,-0.795758651449196,-0.62617633382256,-0.422258721214911,-0.239020965519413,-0.232085071874218,0.165474345059905,0.0791906739687603,0.366429659344527,1.05124312840143,-1.68961107934196,-0.914585017318219,-0.640276081770558,-0.531950496595447,-0.242312927556222,-0.193580341684393,0.046145243077167,0.180383966126468,0.475846726460374,0.871978687502341,-1.42544205140693,-0.896201105700751,-0.746940950517607,-0.455778930516009,-0.382107531327832,-0.1743538457656,-0.0242355063616122,0.182726296754059,0.570179399100148,1.00064119302426,-1.63697239467318,-0.91140286507816,-0.602435707172629,-0.422863635011511,-0.464195568777439,-0.223098889515672,-0.0394132107387439,0.175027078347858,0.528530416796392,1.71312913824239,-1.36944354963407,-1.02040565883035,-0.680530784262525,-0.510542172952932,-0.415442432198315,-0.188204891007954,-0.0844167934059649,0.350179723206969,0.503382739858912,1.92385363331523,-1.45157619064775,-0.944366576354131,-0.808723456048026,-0.593835109607848,-0.433999417894365,-0.143299183759074,-0.087290990780283,0.291783141665261,0.386780388791331,0.894995955683838,-1.68624149675596,-0.967323888796452,-0.640483944661733,-0.40264288474527,-0.419609366424689,-0.330742477903226,-0.0779328253666764,0.383911141238069,0.438859720454645,0.825390199825158
"405",-1.33581277241993,-0.308598810502957,-0.383532852972053,-0.651605650622924,-0.119579687834246,0.0913938081761181,0.0969922659873097,0.37160054449459,0.57449844619133,1.69718866099161,-1.06862754477413,-0.798507696217772,-0.477991784399544,-0.392122682024325,-0.0626570530378658,-0.167686004449928,0.00361714362104486,0.237765035976414,0.530571427319933,1.42230712193075,-1.03121262520993,-0.757727395291302,-0.441467321980801,-0.422394688488473,-0.0634956228185551,-0.0673632390615281,0.13079102026754,0.193860421544119,0.527891802662973,1.13181104812525,-1.11503760989032,-0.687993377825891,-0.553283301385514,-0.357241998107599,-0.166646948857893,-0.162642863152117,0.256094181599849,0.146295889577166,0.472464971384059,1.14587210926933,-1.60856657257938,-0.793230639116928,-0.573011284169661,-0.471469491829917,-0.181987414168821,-0.147350998376635,0.119453487688007,0.237622758895697,0.518042156730398,0.931199102682127,-1.35459536582975,-0.82729333214739,-0.690638142702265,-0.405397120209984,-0.31327586374995,-0.140482515157026,0.0411851672851489,0.255594967405296,0.617545604091973,1.11517522028172,-1.57141007846938,-0.856413555381382,-0.535386470894249,-0.380787420678289,-0.416207834868293,-0.127073849525422,0.0301399419221367,0.271173108284037,0.603276058126612,1.84063950488133,-1.29657281196993,-0.960261291428185,-0.628784420321048,-0.460522406477816,-0.370363212497496,-0.150499487762302,-0.0245151672918669,0.373287426363685,0.600482905578049,2.03175249750935,-1.38776728446899,-0.887133296804514,-0.739685427773757,-0.535132230762603,-0.366615174749401,-0.0873068457560923,-0.0382263756293856,0.347869830511521,0.451572161815454,0.956414856851055,-1.60535893057148,-0.897356204155491,-0.591214722740162,-0.362051626917018,-0.368434472941261,-0.264300375188222,-0.064831617523518,0.492196108862601,0.464059507003734,0.86472639166845
"406",-1.23007436625162,-0.161206114780743,-0.418673503123959,-0.543098229206905,-0.0809854102829911,0.151411817902371,0.22274347129287,0.400024297932479,0.611899963396753,1.75818317369445,-0.9875542279194,-0.679690291199335,-0.447403797328495,-0.344674799935622,-0.0250331272947293,-0.150124577519981,0.0211922884425524,0.251723388227121,0.56496534091748,1.42955878532607,-0.923891049951777,-0.7087026820414,-0.350260553761069,-0.397000597450426,-0.0475627646856902,-0.036965761877157,0.187195237226362,0.348770273648314,0.566624168320182,1.14954987246263,-1.04505390354401,-0.603377785403379,-0.543268490141689,-0.300983539330641,-0.106534323120513,-0.150774964603545,0.313043145435699,0.140190332014681,0.492595521293441,1.13686163973215,-1.48341566421132,-0.715943014045826,-0.502346575829309,-0.474095149752478,-0.133304792124232,-0.102899235805801,0.111608691057307,0.284162460151229,0.566673445735656,0.97037759591182,-1.33291935747196,-0.823171959156727,-0.671657890097059,-0.393083378629896,-0.277661213819759,-0.137499180691902,0.0727728413008143,0.293137328197954,0.660570625765621,1.14691882817774,-1.48916946270095,-0.878378497249685,-0.522423880376112,-0.350888941260328,-0.416207834868293,-0.096016383057858,0.050112625709964,0.265634845599215,0.651559998027888,1.89604160246574,-1.27219910629513,-0.930368217572951,-0.609519094987184,-0.436926739646655,-0.346550652502796,-0.176387324197166,-0.0368254587584835,0.343100395671349,0.645855856640776,2.06964086212176,-1.35929571389739,-0.89189481043605,-0.74459164676072,-0.530873401464165,-0.343623729724485,-0.0588461139634705,-0.0492467238740793,0.371022089432021,0.430143264150748,0.986846872140087,-1.59176371411297,-0.895786442140276,-0.616712617282138,-0.352095581700774,-0.382067217707126,-0.297143202551008,-0.0313383187476178,0.435809300784662,0.444008735533708,0.855252469273994
